,score,session_id
436,3.88726919339158e-06,11421
437,2.7894491129786326e-05,21782
438,0.0,7241
439,-9.718172983478164e-06,19537
440,-1.462353648942515e-05,15077
441,0.0,29103
442,8.759527528313025e-06,26358
443,7.512400326669016e-06,5538
444,-4.7540242990603594e-06,27424
445,-2.1056041464204347e-05,18379
446,-4.859086491739475e-07,27534
447,1.5105815568857127e-06,27290
448,-8.098477486232627e-07,27811
449,5.134091815757205e-06,14181
450,-2.697213703044583e-05,9048
451,-9.718172983479152e-06,25983
452,-5.481746686874859e-06,8798
453,-2.852674665760659e-07,27031
454,2.0246193715579787e-05,14029
455,0.0,17322
456,8.82734045999318e-06,9587
457,4.114797846576158e-06,21761
458,0.0,2230
459,-2.0616886736266012e-05,19019
460,0.0,13115
461,0.0,15363
462,-4.546046412793009e-06,12859
463,-2.3733416269002627e-05,1188
464,-9.775425956183974e-06,2376
465,0.0,26370
466,1.3277646659570772e-05,24932
467,-2.5463059834703585e-06,6583
468,-2.2693535813069662e-07,20082
469,-1.113501947407007e-05,21115
470,-2.163161280943817e-06,23071
471,0.0,14574
472,-1.1150980538735997e-06,5389
473,-1.585672622508411e-05,12329
474,0.0,2257
475,5.999992880458981e-06,9983
476,0.0,155
477,3.532672168998936e-05,11165
478,0.0,6184
479,0.0,8009
480,1.1535905293408941e-05,15872
481,0.0,3942
482,1.370554485371778e-05,16676
483,-1.9313498991084775e-07,10647
484,-3.14508151071342e-05,24405
485,0.0,16792
486,0.0,17334
487,-5.287727264863887e-06,8155
488,2.7054020264083846e-06,24384
489,1.3467082071592015e-05,26379
490,-3.0359329879139337e-05,6440
491,0.0,7223
492,-2.0907903888163096e-06,16935
493,3.8142399658434647e-06,3832
494,0.0,5404
495,0.0,23360
496,3.8836797583153045e-05,9700
497,0.0,19415
498,0.0,24381
499,0.0,4746
500,-3.003041761289529e-05,11799
501,-1.3566073760451347e-05,9846
502,0.0,25042
503,0.0,29234
504,0.0,6306
505,-8.098477486232627e-07,18620
506,-2.451153513082023e-06,25179
507,0.00014512180309551848,19823
508,-1.824993035763131e-06,24280
509,1.0310689932539344e-05,22836
510,-3.0134885091153573e-05,27144
511,4.2080789160823003e-05,18757
512,0.0,24914
513,-3.111005338776168e-05,3433
514,1.3848396501457716e-05,9858
515,-8.977740756166422e-06,16259
516,-6.017444571813695e-08,6449
517,2.0270768370760637e-06,14446
518,-1.7353880327640745e-07,17965
519,-1.0378920450091036e-05,18632
520,3.744882425640555e-05,18635
521,2.9070864347831455e-05,28344
522,2.3409360781529264e-05,8396
523,7.8134355778118e-05,16015
524,0.0,28990
525,0.0,25459
526,0.0,2510
527,9.718172983478659e-06,25301
528,-5.183025591188956e-06,14821
529,2.383859526716693e-06,21764
530,-2.8415710478009036e-08,20478
531,7.935173022636533e-06,20603
532,-4.859086491739576e-06,9307
533,0.0,10885
534,7.546452924604462e-06,1206
535,-1.0235283558898153e-05,12332
536,9.718172983479152e-06,20350
537,1.9436345966958303e-05,22035
538,0.0,27397
539,-5.758225145980016e-06,22565
540,-4.6838899522828267e-07,24131
541,8.732208395081441e-05,7232
542,1.2687614728431006e-05,7092
543,-4.303762321255091e-06,7735
544,-8.098477486232627e-07,5377
545,3.29510140005763e-05,3302
546,0.0,10364
547,-6.399722985079277e-05,1182
548,-1.0504882224998765e-05,24649
549,0.0,7744
550,-0.00012494702286784004,17715
551,-2.183889428787224e-05,25331
552,0.0,26501
553,-2.815185030928423e-07,27138
554,-1.53134847012394e-06,28850
555,1.7540759753434557e-05,21246
556,-1.9436345966958303e-05,27936
557,-4.975849229339966e-06,29130
558,0.0,10382
559,6.382371542721227e-07,15601
560,-2.2687306215004093e-05,21252
561,0.0,26105
562,-4.573161691648377e-06,21785
563,-1.1943326083267526e-05,22315
564,7.611052741097534e-05,4850
565,0.0,15756
566,-4.859086491739474e-07,25855
567,-3.107476364523399e-05,6568
568,-3.2393909944930515e-06,6041
569,0.0,27805
570,1.883825061667816e-05,3814
571,1.706079257099632e-05,10769
572,0.0,9066
573,0.0,1465
574,0.0,10513
575,-4.196133701657653e-05,12591
576,0.0,10108
577,3.0510198148682365e-06,10230
578,0.0,28061
579,6.233445897018059e-05,4338
580,-7.804885771110149e-07,6175
581,-8.710848403868114e-06,13270
582,4.11650491825419e-05,676
583,3.031434695115135e-05,268
584,-3.9193383523597303e-07,1727
585,-1.1542895337765835e-05,21106
586,0.0,8003
587,-7.111120883697348e-07,17173
588,-9.92127421985122e-06,23738
589,0.0,6190
590,9.769432139884223e-07,27933
591,0.0,1730
592,1.7169637207501334e-05,18644
593,3.159079466745478e-05,6315
594,-7.520014808644366e-07,1444
595,0.0,12850
596,-1.0096803099717838e-05,12862
597,8.356132102623857e-07,14187
598,9.927683075514088e-06,21240
599,7.612568837058768e-06,29121
600,2.4744689066056014e-05,9578
601,2.718774584663656e-06,12347
602,0.0,14684
603,2.330293115479277e-05,12195
604,0.0,10900
605,8.484736837506226e-05,12987
606,-3.4516288160602127e-06,2757
607,1.999552655529381e-06,28594
608,3.1773377254427657e-06,3543
609,5.3056467918274285e-05,16926
610,5.2166896501621686e-05,22312
611,1.6196954972465253e-06,19400
612,2.67048348987887e-06,9206
613,0.0,1706
614,0.0,1980
615,1.894439707986194e-05,11144
616,3.118098959292309e-05,13523
617,0.0,1191
618,6.2692005111833215e-06,3686
619,-4.859086491739475e-07,27796
620,-1.1195531603694069e-05,1721
621,5.553241704845244e-07,14315
622,2.164007223173773e-06,1861
623,1.6053125924142726e-05,14172
624,0.0,7872
625,-5.221595739381801e-06,23988
626,1.6818533485349857e-05,9569
627,-2.7399848828419317e-06,3156
628,2.082382890269884e-05,27141
629,-1.574488685122441e-06,22964
630,3.927761580822642e-05,11022
631,-1.4424482032954276e-05,7628
632,-7.323688081705528e-06,16801
633,2.6195779226314555e-06,22285
634,0.0,4475
635,0.0,17986
636,0.0,21642
637,0.0,6818
638,-1.6601878846776777e-06,17968
639,6.73388482297763e-05,8533
640,5.557838393115043e-05,8676
641,0.0,11299
642,-1.8680254290286653e-05,19403
643,0.0,21377
644,0.0,22166
645,3.992763875287925e-06,23345
646,-4.804746058390423e-07,20085
647,6.006012128461258e-05,16795
648,5.668934240362683e-06,24006
649,1.687056486043826e-06,25322
650,2.535892386193264e-06,10105
651,-1.8949929184699944e-06,12993
652,0.0,20874
653,-1.0797969981643436e-07,24259
654,0.0,26483
655,6.559766763848172e-05,27549
656,-1.2371739048122578e-05,1998
657,0.0,25986
658,0.0,6830
659,-3.3936477085165445e-07,17831
660,9.718172983479152e-06,23756
661,-4.643127092106347e-06,9322
662,-2.842226448473407e-05,19278
663,0.0,28076
664,1.6168933261333646e-05,18510
665,5.296376356228783e-05,6300
666,7.193418968843497e-05,9462
667,-5.209669932701892e-07,24512
668,0.00016870114720984533,19299
669,-3.3886343653108466e-05,1212
670,6.972287085836185e-06,15488
671,0.0,25569
672,7.158832363613804e-05,2519
673,-1.6736853471547117e-06,27028
674,-6.130271657535162e-08,7997
675,-1.720618108526535e-06,27165
676,4.859086491739576e-06,27820
677,-7.362252260211616e-08,25709
678,0.0,27793
679,0.0,3171
680,6.51384033308238e-06,7342
681,0.00018437513855831372,158
682,-8.383523656926248e-06,14970
683,0.0,17962
684,8.426247797259201e-05,411
685,8.205812255289202e-05,15735
686,0.00023134884918658377,7089
687,-9.426110009200863e-07,26763
688,0.0,14830
689,2.1023459496593126e-06,18370
690,4.323875449393163e-06,8670
691,9.237347355865558e-05,1194
692,-1.7353880327641674e-07,18626
693,0.0,27269
694,0.0,9331
695,-9.602723159574678e-06,932
696,-2.557413943020788e-08,4460
697,-3.746591104541817e-05,5931
698,-1.6196954972465243e-06,8149
699,2.7946196635099245e-05,27406
700,0.0,28213
701,8.573001691677576e-06,1605
702,1.0684272907959347e-05,4329
703,3.4776069488449995e-05,4877
704,-1.322158027697422e-06,10519
705,0.0,21398
706,0.0,25185
707,2.522932825918569e-05,2769
708,0.0,6431
709,-1.295756397797239e-06,11939
710,2.6574575408392497e-05,17566
711,0.0,9977
712,0.0,21249
713,-3.123698458975414e-07,23747
714,-3.960990654164238e-06,8530
715,-8.74692201222855e-07,21523
716,3.7340188099740203e-07,21773
717,0.0,27951
718,0.0001079803280112031,7098
719,0.00010899217627774237,7747
720,1.8533998125833908e-06,16140
721,1.945639743615986e-06,9572
722,0.0001446257085738388,8286
723,0.0,28719
724,0.0,29109
725,-1.349746247705438e-07,29258
726,-6.86519315399448e-07,3689
727,-4.7433943110633044e-05,12877
728,-1.2514075925153945e-05,4201
729,0.0,9730
730,5.108661449769038e-06,21898
731,0.0,19948
732,-8.834702712253872e-08,15470
733,-1.129579846780996e-06,1051
734,0.0,2638
735,-2.105604146420521e-06,21788
736,2.429543245869788e-06,29231
737,-1.6196954972464407e-05,13895
738,0.0,22440
739,4.859086491739576e-06,10623
740,5.471544975918261e-05,1450
741,1.1337868480724746e-05,18358
742,2.038502475820153e-05,11960
743,0.0,23595
744,4.1127164170740595e-05,27162
745,-5.344995140913568e-06,18093
746,1.94363459669579e-06,14291
747,0.0,24780
748,-1.2407560426768192e-07,27400
749,0.0,6574
750,-5.938883489903888e-07,20466
751,-2.4633367927827395e-05,161
752,3.902477117326828e-06,28591
753,0.0,28737
754,9.891711786755395e-06,23220
755,9.578684022897735e-06,2111
756,1.076147240026328e-05,2772
757,-1.346099921093881e-05,1989
758,3.1573854031408685e-06,10120
759,0.0,14178
760,0.0,21499
761,0.0,1837
762,2.8344671201815043e-07,12722
763,0.0,17983
764,-2.282834466422055e-05,23074
765,4.948466232980094e-06,3412
766,-2.613872028931106e-05,11674
767,8.098477486232781e-06,19147
768,0.0,17584
769,2.3701193526266463e-06,420
770,7.450599287333714e-05,25054
771,0.0,25170
772,-2.4474904212514262e-06,22687
773,1.0142378947043723e-06,4353
774,0.0,17450
775,9.837136636163243e-05,4865
776,-9.438743202925729e-08,4993
777,5.097277006040459e-06,7238
778,0.0,14437
779,-4.497647028719955e-06,11945
780,-1.8295103647665222e-05,19543
781,0.0,16277
782,4.859086491739576e-06,4743
783,0.0,3147
784,2.03444958847116e-05,23089
785,1.86941877903977e-06,24908
786,-3.1070905390556966e-05,5797
787,1.7834410288760464e-05,22693
788,4.4313863325676214e-05,26486
789,0.0,5642
790,0.00011851394814279362,12725
791,0.0,10242
792,1.820126847430983e-05,3570
793,5.177443224090457e-07,17858
794,1.6102567122975536e-07,9727
795,3.968800424224463e-05,15875
796,8.864960760005077e-06,6976
797,1.334609985062599e-05,6163
798,9.22879974500684e-07,17310
799,3.0756185575256777e-06,9849
800,2.4227378026040923e-06,20454
801,7.21500721500711e-07,22574
802,0.0,23217
803,3.462101367127917e-05,23488
804,1.622489377591429e-05,24134
805,6.205326905035389e-07,23750
806,-3.5633300939423454e-06,24530
807,0.0,26108
808,1.6196954972465258e-06,8527
809,-4.006818146759829e-06,27799
810,2.7021120358456096e-05,11811
811,-3.287433407977759e-06,25069
812,8.150013252053968e-06,27945
813,-5.479969765684137e-06,28847
814,6.558268622869096e-06,19552
815,-3.369291385249636e-07,1057
816,-2.915451895043627e-05,21770
817,1.819902754562215e-05,25450
818,-3.130503902241203e-06,3159
819,-1.986090251396356e-05,28320
820,-4.484106567797108e-06,26510
821,-2.2256694568476584e-06,18897
822,1.9282089252934907e-06,13109
823,-5.39481447558941e-06,14288
824,0.0,18355
825,0.0,6839
826,-2.7916959403839892e-06,28317
827,-1.2633624878522354e-05,16268
828,0.0,1971
829,-3.9936685542296364e-05,417
830,1.0366051182377374e-05,3031
831,-1.6832129677267652e-06,16652
832,7.288629737609167e-06,16780
833,9.177063898651954e-05,14056
834,0.0,4332
835,2.3377285360650853e-05,15080
836,0.00018844098860277747,3692
837,0.0,2781
838,-1.5695620651888758e-05,24646
839,0.0,24128
840,-4.0492387431163716e-08,14559
841,0.0,24402
842,0.0,28326
843,6.455179474387179e-06,28984
844,5.1581277630344956e-05,8390
845,1.6782955194032353e-05,3960
846,4.859086491739576e-06,10626
847,0.0,1322
848,3.9698199549357e-05,10498
849,-1.4292954756357712e-05,4469
850,-8.954602249062745e-06,15631
851,7.85811467377313e-06,6952
852,2.2908847564273697e-05,21660
853,-5.987128163066495e-06,682
854,-2.1818425608512595e-06,14580
855,0.0,21776
856,-7.720597505007662e-06,13642
857,0.0,8012
858,-2.6369185444093886e-05,9989
859,0.0,16155
860,1.2633624878522374e-05,12198
861,3.862481675035342e-06,1864
862,0.00038326725247925475,6955
863,5.992716499851383e-06,18102
864,6.424132434386833e-05,1718
865,7.80691241725344e-06,286
866,-4.859086491739576e-06,22815
867,1.4374230417791196e-06,8917
868,-1.8100807574492714e-06,9176
869,3.855436530047899e-05,6
870,0.0,3677
871,2.1294357049712475e-05,265
872,3.340488471683824e-05,1596
873,-7.34647600536818e-07,22967
874,8.630024434842754e-06,16786
875,5.1703022092683094e-05,13124
876,-5.055413218678419e-06,18900
877,2.0014808644545736e-05,29115
878,-7.288629737609484e-07,2766
879,0.00018788437664975737,6169
880,1.2159442740321242e-05,16783
881,-6.615937578398096e-05,3165
882,0.0,23735
883,4.624461675703263e-06,679
884,-3.4532693612114305e-05,8420
885,-1.2147716229348347e-05,10239
886,-2.0540009607064833e-06,6833
887,-4.532148981281905e-06,10385
888,0.0,22946
889,-8.098477486232153e-06,20326
890,0.0,26376
891,0.0,14708
892,-7.506480860107997e-06,6949
893,7.126660187884695e-05,13776
894,-2.3369892174557537e-06,12207
895,0.0,4195
896,1.114315983120667e-06,16807
897,0.0001384839650145761,21267
898,5.6751933612448126e-05,3409
899,-2.2021369503971285e-06,2641
900,8.787121718008206e-06,20329
901,2.4835330957779615e-06,1456
902,0.0,14961
903,1.2889658662252701e-05,14431
904,-3.3265599477044342e-06,2123
905,0.0,25712
906,-1.4577259475218733e-06,19144
907,0.0,13907
908,-7.356319309672145e-07,19424
909,0.0,557
910,-6.180250178300266e-05,11814
911,0.0,17980
912,1.6869460677058722e-06,21517
913,1.3213305372274134e-06,2492
914,0.0,22041
915,2.7989880759558967e-05,23467
916,0.00027282446115316266,2248
917,0.00013202075305488993,11028
918,4.859086491739576e-06,19677
919,0.0,9319
920,-2.6871353391810265e-05,5535
921,0.0,5919
922,7.965494445086476e-05,14818
923,6.608128826941465e-06,28996
924,-6.018662638453635e-06,16125
925,-2.4046307857200537e-05,8664
926,3.8282629903864695e-05,27528
927,3.69593153849739e-05,10766
928,7.00321833060652e-06,22818
929,2.3261912474740223e-05,17435
930,0.0,8786
931,5.9496135432147804e-05,24149
932,-2.459623305104356e-05,28969
933,2.12392213121077e-05,16530
934,0.0,21389
935,-1.152597999983592e-06,22833
936,0.0,23339
937,0.0,14565
938,0.0,6428
939,-2.429543245869788e-06,9316
940,-5.581933064579844e-06,13919
941,0.0001693041183750836,2370
942,-8.098477486232627e-07,1319
943,-2.064042266589474e-07,20451
944,9.23226433430513e-06,23741
945,0.0,19028
946,-4.280623814151489e-06,17578
947,0.0,2888
948,0.0,20463
949,-1.2147716229348689e-07,8804
950,-8.530710382879612e-06,12222
951,-1.9696623238039535e-05,17697
952,8.841073704236732e-06,10754
953,-7.299426855971128e-06,18641
954,-2.0248128854353213e-05,15613
